2022-05-16 22:05:238 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-16 22:05:369 INFO  SignInPage :58 - Entering Email Address: [[ChromeDriver: chrome on WINDOWS (e088e4daaa5e8ca2debf689fb88c7d2a)] -> xpath: //input[@id='email']]
2022-05-16 22:05:442 INFO  SignInPage :63 - Entering Passoword: [[ChromeDriver: chrome on WINDOWS (e088e4daaa5e8ca2debf689fb88c7d2a)] -> xpath: //input[@id='passwd']]
2022-05-16 22:05:512 INFO  SignInPage :68 - Clicking on sign in button: [[ChromeDriver: chrome on WINDOWS (e088e4daaa5e8ca2debf689fb88c7d2a)] -> xpath: //span[normalize-space()='Sign in']]
2022-05-16 22:05:525 INFO  SignInPage :100 - Clicking on sign out link: [[ChromeDriver: chrome on WINDOWS (e088e4daaa5e8ca2debf689fb88c7d2a)] -> xpath: //a[@title='Log me out']]
2022-05-16 22:05:769 INFO  SignInPage :110 - Verifying that 'Sign in' link is displayed: Sign in
2022-05-16 22:05:482 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-16 22:05:302 INFO  HomePage :39 - Clicking on Women Tab: [[ChromeDriver: chrome on WINDOWS (c15ccd8f93bbed190524f42b22345df7)] -> xpath: //a[@title='Women']]
2022-05-16 22:05:944 INFO  WomenCategoryPage :26 - Verifying Women text: [[ChromeDriver: chrome on WINDOWS (c15ccd8f93bbed190524f42b22345df7)] -> xpath: //h2[normalize-space()='Women']]
2022-05-16 22:05:661 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-16 22:05:642 INFO  HomePage :39 - Clicking on Women Tab: [[ChromeDriver: chrome on WINDOWS (02e887555477d95f5fec6bd7007a9ef6)] -> xpath: //a[@title='Women']]
2022-05-16 22:05:61 INFO  ProductPage :62 - Selecting Product: Blouse
2022-05-16 22:05:220 INFO  ProductPage :90 - Clearing the quantity: [[ChromeDriver: chrome on WINDOWS (02e887555477d95f5fec6bd7007a9ef6)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 22:05:244 INFO  ProductPage :93 - Adding the quantity: [[ChromeDriver: chrome on WINDOWS (02e887555477d95f5fec6bd7007a9ef6)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 22:05:287 INFO  ProductPage :98 - Selecting the size: [[ChromeDriver: chrome on WINDOWS (02e887555477d95f5fec6bd7007a9ef6)] -> xpath: //select[@id='group_1']]
2022-05-16 22:05:362 INFO  ProductPage :71 - Clicking on White Colour: [[ChromeDriver: chrome on WINDOWS (02e887555477d95f5fec6bd7007a9ef6)] -> xpath: //a[@id='color_8']]
2022-05-16 22:05:434 INFO  ProductPage :103 - Clicking on Add to Cart Button: [[ChromeDriver: chrome on WINDOWS (02e887555477d95f5fec6bd7007a9ef6)] -> xpath: //span[normalize-space()='Add to cart']]
2022-05-16 22:05:485 INFO  ProductPage :108 - Verifying Add to cart message: [[ChromeDriver: chrome on WINDOWS (02e887555477d95f5fec6bd7007a9ef6)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-16 22:05:508 INFO  ProductPage :113 - Closing pop up window: [[ChromeDriver: chrome on WINDOWS (02e887555477d95f5fec6bd7007a9ef6)] -> xpath: //span[@title='Close window']]
2022-05-16 22:05:542 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-16 22:05:613 INFO  HomePage :39 - Clicking on Women Tab: [[ChromeDriver: chrome on WINDOWS (a137d8485a230b0015899be7e00df776)] -> xpath: //a[@title='Women']]
2022-05-16 22:05:750 INFO  ProductPage :62 - Selecting Product: Printed Dress
2022-05-16 22:05:664 INFO  ProductPage :90 - Clearing the quantity: [[ChromeDriver: chrome on WINDOWS (a137d8485a230b0015899be7e00df776)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 22:05:691 INFO  ProductPage :93 - Adding the quantity: [[ChromeDriver: chrome on WINDOWS (a137d8485a230b0015899be7e00df776)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 22:05:741 INFO  ProductPage :98 - Selecting the size: [[ChromeDriver: chrome on WINDOWS (a137d8485a230b0015899be7e00df776)] -> xpath: //select[@id='group_1']]
2022-05-16 22:05:816 INFO  ProductPage :75 - Clicking on Orange Colour: [[ChromeDriver: chrome on WINDOWS (a137d8485a230b0015899be7e00df776)] -> xpath: //a[@id='color_13']]
2022-05-16 22:05:870 INFO  ProductPage :103 - Clicking on Add to Cart Button: [[ChromeDriver: chrome on WINDOWS (a137d8485a230b0015899be7e00df776)] -> xpath: //span[normalize-space()='Add to cart']]
2022-05-16 22:05:922 INFO  ProductPage :108 - Verifying Add to cart message: [[ChromeDriver: chrome on WINDOWS (a137d8485a230b0015899be7e00df776)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-16 22:05:948 INFO  ProductPage :113 - Closing pop up window: [[ChromeDriver: chrome on WINDOWS (a137d8485a230b0015899be7e00df776)] -> xpath: //span[@title='Close window']]
2022-05-16 22:05:964 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-16 22:05:292 INFO  HomePage :39 - Clicking on Women Tab: [[ChromeDriver: chrome on WINDOWS (0cb236867b7657623af32a42591dcb43)] -> xpath: //a[@title='Women']]
2022-05-16 22:05:435 INFO  ProductPage :62 - Selecting Product: Printed Chiffon Dress
2022-05-16 22:05:598 INFO  ProductPage :90 - Clearing the quantity: [[ChromeDriver: chrome on WINDOWS (0cb236867b7657623af32a42591dcb43)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 22:05:625 INFO  ProductPage :93 - Adding the quantity: [[ChromeDriver: chrome on WINDOWS (0cb236867b7657623af32a42591dcb43)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 22:05:673 INFO  ProductPage :98 - Selecting the size: [[ChromeDriver: chrome on WINDOWS (0cb236867b7657623af32a42591dcb43)] -> xpath: //select[@id='group_1']]
2022-05-16 22:05:710 INFO  ProductPage :79 - Clicking on Green Colour: [[ChromeDriver: chrome on WINDOWS (0cb236867b7657623af32a42591dcb43)] -> xpath: //a[@id='color_15']]
2022-05-16 22:05:773 INFO  ProductPage :103 - Clicking on Add to Cart Button: [[ChromeDriver: chrome on WINDOWS (0cb236867b7657623af32a42591dcb43)] -> xpath: //span[normalize-space()='Add to cart']]
2022-05-16 22:05:824 INFO  ProductPage :108 - Verifying Add to cart message: [[ChromeDriver: chrome on WINDOWS (0cb236867b7657623af32a42591dcb43)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-16 22:05:847 INFO  ProductPage :113 - Closing pop up window: [[ChromeDriver: chrome on WINDOWS (0cb236867b7657623af32a42591dcb43)] -> xpath: //span[@title='Close window']]
2022-05-16 22:05:828 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-16 23:05:672 INFO  HomePage :39 - Clicking on Women Tab: [[ChromeDriver: chrome on WINDOWS (f8f3fe160589630a6753513b2e9283ae)] -> xpath: //a[@title='Women']]
2022-05-16 23:05:355 INFO  ProductPage :62 - Selecting Product: Printed Summer Dress
2022-05-16 23:05:891 INFO  ProductPage :90 - Clearing the quantity: [[ChromeDriver: chrome on WINDOWS (f8f3fe160589630a6753513b2e9283ae)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 23:05:915 INFO  ProductPage :93 - Adding the quantity: [[ChromeDriver: chrome on WINDOWS (f8f3fe160589630a6753513b2e9283ae)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 23:05:961 INFO  ProductPage :98 - Selecting the size: [[ChromeDriver: chrome on WINDOWS (f8f3fe160589630a6753513b2e9283ae)] -> xpath: //select[@id='group_1']]
2022-05-16 23:05:38 INFO  ProductPage :83 - Clicking on Blue Colour: [[ChromeDriver: chrome on WINDOWS (f8f3fe160589630a6753513b2e9283ae)] -> xpath: //a[@id='color_14']]
2022-05-16 23:05:97 INFO  ProductPage :103 - Clicking on Add to Cart Button: [[ChromeDriver: chrome on WINDOWS (f8f3fe160589630a6753513b2e9283ae)] -> xpath: //span[normalize-space()='Add to cart']]
2022-05-16 23:05:147 INFO  ProductPage :108 - Verifying Add to cart message: [[ChromeDriver: chrome on WINDOWS (f8f3fe160589630a6753513b2e9283ae)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-16 23:05:173 INFO  ProductPage :113 - Closing pop up window: [[ChromeDriver: chrome on WINDOWS (f8f3fe160589630a6753513b2e9283ae)] -> xpath: //span[@title='Close window']]
